game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated,_art_year
28047,"From Boardgamenews.com's Eric Martin:&#10;&#10;Covert Action, which handles 4-18 players, is aimed squarely at the Werewolf crowd. Players are part of a covert team (red, blue, green) that must eliminate one member of an opposing team, but your target is a mystery. At the start of the round, players are randomly dealt a card that depicts one of four characters: sniper, agent, cleaner, mole. The sniper of one team must shoot the sniper of another team to win that round. Problem is, you have to figure out who to shoot without being shot yourself.&#10;&#10;As for the other characters, the mole is secretly working for one of the other teams, the agent makes the other team lose if he is shot, and the cleaner must make the shot if the sniper isn&rsquo;t a part of the team. (Two cards are randomly thrown out each round, so a team&rsquo;s sniper might be out of play. The cleaner needs to figure this out by talking with his teammates, but since all discussion is open, they still need to be covert in their talk.) Members of the winning team (or teams, when three teams are in play) receive a score card, and the first player (or players) to receive four cards wins the game. Teams are randomly determined each round, so your back-up man one round may be your target the next. Covert Action sounds utterly simple, yet is difficult to describe succinctly. I look forward to seeing how Frank makes everything clear in the rules.&#10;&#10;",//cf.geekdo-images.com/images/pic1600607.jpg,14,20,10,4,20,Covert Action,20,//cf.geekdo-images.com/images/pic1600607_t.jpg,2007,"Chris Appel,Hal Mangold,John Vetter","Bluffing,Card Game,Negotiation,Party Game,Spies/Secret Agents",,Jacob Davenport,,,"Partnerships,Variable Player Powers",R&R Games,5.21867,249,1970
28060,"Archaeology is the quick and addictive game of lost treasures and tricky trades!&#10;&#10;Working as an archaeologist, you&rsquo;ll discover ancient artifacts and search for the right pieces to complete torn parchments, broken stone tablets and other long forgotten valuables.&#10;&#10;By trading shrewdly at the local marketplace you&rsquo;ll increase the value of your collection. Sell your treasures to the museum at just the right time for maximum profit. If you are lucky, you might find an ancient chest packed with goodies, but you'll need the right keys to unlock it for the big haul. And beware! Cunning thieves also lurk around the dig site, ready to steal your prize discovery!&#10;&#10;Archaeology is the first game published by Phil Harding's one-man design house, Adventureland Games.&#10;&#10;The game includes:&#10;- Game box&#10;- Playing board&#10;- Card box&#10;- 93 satin-finish cards&#10;- 40 money tokens&#10;- Rules of play booklet&#10;- High score log book&#10;&#10;Archaeology is currently out of print.&#10;&#10;Re-implemented by:&#10;Archaeology: The Card Game&#10;&#10;",//cf.geekdo-images.com/images/pic204275.jpg,4,20,10,2,20,Archaeology,20,//cf.geekdo-images.com/images/pic204275_t.jpg,2007,Phil Walker-Harding,"Ancient,Mythology",,Phil Walker-Harding,,Archaeology,"Card Drafting,Set Collection",Adventureland Games,6.16375,120,1970
28063,Translated from the publisher's press release:&#10;&#10;An exciting tactical adventure taking place in the Great Pyramids of ancient Egypt. Put your archaeologist and his assistant to work to gather as much gold as possible. Beware of hindrance from the other players and the curses lurking inside the pyramid.&#10;&#10;Reimplements:&#10;&#10;     Lara Croft: Tomb Raider &#226;&#128;&#147; The Angel of Darkness&#10;&#10;&#10;&#10;&#10;,//cf.geekdo-images.com/images/pic269039.jpg,4,45,11,2,45,Het goud van de Farao,45,//cf.geekdo-images.com/images/pic269039_t.jpg,2007,,"Adventure,Civilization",,Arthur Tebbe,,,"Area Movement,Set Collection",Identity Games International B.V.,5.32951,61,1970
28086,"Risk Express, part of the Hasbro Express Line, is a quick-playing game of conquest. Fourteen disks are laid out at the start of the game, each showing one or more countries and the symbols required to conquer these countries, with the symbols being separated into battle lines. Each card belongs to a continent, with some continents having only a single card and some having up to four cards.&#10;&#10;A player starts his turn by rolling seven dice, the six sides of which show artillery, cavalry, general, and 1-3 infantry. He then selects a card and uses the symbols rolled to conquer exactly one of the battle lines on this card (by placing the appropriate dice on that line). If he can do this, he then rolls the remaining dice, ideally conquering another line; if he can't conquer a line, he removes one die from play, then rolls again. His turn ends when either he conquers every line on the card (in which case he claims it) or he no longer has dice available to roll.&#10;&#10;Each card is worth a number of victory points. You can conquer cards owned by other players, but you need to conquer an additional general line in the process. If a player owns all the cards of one continent, however, those cards are secure and cannot be stolen. What's more, these cards are now worth more points because you've united the continent under one ruler (you).&#10;&#10;When the last card is claimed, players tally their points, and whoever has the highest score wins.&#10;&#10;",//cf.geekdo-images.com/images/pic576949.jpg,6,20,8,2,20,Risk Express,20,//cf.geekdo-images.com/images/pic576949_t.jpg,2006,,"Dice,Territory Building,Wargame",,Reiner Knizia,,"Hasbro Express Line,Risk",Dice Rolling,"Hasbro,Parker Brothers,Parker Spiele",6.27464,901,1970
28089,"Each player controls colored mice and tries to collect pieces of cheese in Castle Appenzell. On their turn, players spend action points to put new mice into play, reveal corridors in the castle, move their mice around the castle, or push a tile into play, which changes the maze of cheese pieces underneath. If two of a single player's mice reach a place with the same kind of cheese showing, the player obtains a piece of this cheese. The first player with 4 different pieces of cheese wins the game.&#10;&#10;",//cf.geekdo-images.com/images/pic494788.jpg,4,30,6,2,30,Château Roquefort,30,//cf.geekdo-images.com/images/pic494788_t.jpg,2007,Victor Boden,"Animals,Children's Game,Maze,Memory",,"Jens-Peter Schliemann,Bernhard Weber","Burg Appenzell Erweiterung: Völlig mausgeflippt,Cheesy Gonzola","Animals: Mice,Food / Cooking","Action Point Allowance System,Memory","999 Games,Bergsala Enigma,Gigamic,Lautapelit.fi,Piatnik,Rio Grande Games,Zoch Verlag",6.85412,1953,1970
28096,"This is Phil Barker's significant reworking of the De Bellis Multitudinis system.&#10;&#10;Basic scale, size, and system remain in place, but significant differences in troop and army capabilities make it a  completely new game that plays very differently.&#10;&#10;Related games from the same family:&#10;&#10;&#10;    De Bellis Antiquitatis&#10;    De Bellis Multitudinis&#10;    De Bellis Renationis&#10;    Hordes of the Things&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic760408.jpg,2,240,11,2,240,De Bellis Magistrorum Militum,240,//cf.geekdo-images.com/images/pic760408_t.jpg,2007,The Alexander Mosaic,"Ancient,Book,Medieval,Miniatures,Wargame",,Philip C. Barker,"DBMM Army Lists Book 1: 3000 BC to 500 BC,DBMM Army Lists Book 2: 500 BC to 476 AD,DBMM Army Lists Book 3: 476 AD to 1071 AD,DBMM Army Lists Book 4: 1071 AD to 1515 AD",DBx,,"Partizan Press,Wargames Research Group",6.64314,51,1970
28100,"From the Publisher's Website:&#10;&#10;15th Anniversary Deluxe Edition.&#10;&#10;An all new deluxe and expanded collection of dirty clues and clean answers, along with other completely new categories played on a game board.&#10;&#10;",//cf.geekdo-images.com/images/pic186456.jpg,6,45,18,2,45,Deluxe Dirty Minds,45,//cf.geekdo-images.com/images/pic186456_t.jpg,2005,,"Humor,Mature / Adult,Party Game",,"Larry Balsamo,Sandra Bergeson",,,Roll / Spin and Move,"TDC Games, Inc.",4.53269,52,1970
28102,"In this Kosmos 2-player game, the players try to finish a pyramid in first place. Therefore every turn they send one of their two workers, to get a hieroglyph-tile from the board. With these tiles you can build your pyramid or do some special actions, like getting an extra movement or stealing a tile from the other player, and so on.&#10;&#10;",//cf.geekdo-images.com/images/pic594462.jpg,2,40,10,2,40,Sakkara,40,//cf.geekdo-images.com/images/pic594462_t.jpg,2007,"Martin Hoffmann,Claus Stephan,Mirko Suzuki","Abstract Strategy,Ancient,Arabian",,Manfred Grabmeier,,Kosmos two-player series,"Hand Management,Modular Board,Set Collection,Tile Placement",KOSMOS,5.83803,117,1970
28121,"This is more than just a simple translation; the changes from Fluxx are a smaller deck, one new rule card, two new Keepers, six new Goals, and all-new artwork. Unlike its German and Japanese cousins, Fluxx en Espa&ntilde;ol was developed internally at Looney Labs.&#10;&#10;Part of the Fluxx series.&#10;&#10;",//cf.geekdo-images.com/images/pic276938.jpg,6,30,8,2,30,Fluxx en Español,30,//cf.geekdo-images.com/images/pic276938_t.jpg,2006,,Card Game,,Andrew Looney,,Fluxx,,Looney Labs,5.6587,92,1970
28143,"In the card game Race for the Galaxy, players build galactic civilizations by playing game cards in front of them that represent worlds or technical and social developments. Some worlds allow players to produce goods, which can be consumed later to gain either card draws or victory points when the appropriate technologies are available to them. These are mainly provided by the developments and worlds that are not able to produce, but the fancier production worlds also give these bonuses.&#10;&#10;At the beginning of each round, players each select, secretly and simultaneously, one of the seven roles which correspond to the phases in which the round progresses. By selecting a role, players activate that phase for this round, giving each player the opportunity to perform that phase's action. For example, if one player chooses the settle role, each player has the opportunity to settle one of the planets from their hand. The player who has chosen the role, however, gets a bonus that applies only to them. But bonuses may also be acquired through developments, so you must be aware when another player also takes advantage of your choice of role.&#10;&#10;",//cf.geekdo-images.com/images/pic236327.jpg,4,60,12,2,30,Race for the Galaxy,60,//cf.geekdo-images.com/images/pic236327_t.jpg,2007,"Martin Hoffmann,Claus Stephan,Mirko Suzuki","Card Game,Civilization,Economic,Science Fiction,Space Exploration",,Thomas Lehmann,"Patronage (fan expansion to Race for the Galaxy),Race for the Galaxy: Alien Artifacts,Race for the Galaxy: Rebel vs Imperium,Race for the Galaxy: The Brink of War,Race for the Galaxy: The Gathering Storm,Race for the Galaxy: Xeno Invasion","Race for the Galaxy,Tableau Building","Hand Management,Simultaneous Action Selection,Variable Phase Order,Variable Player Powers","Rio Grande Games,ABACUSSPIELE,Albi,Gabinete Lúdico,Galápagos Jogos,Gamesinitaly,Ghenos Games,Giochix.it,Hobby Japan,Hobby World,Korea Boardgames co., Ltd.,REBEL.pl,Smart Ltd,Wargames Club Publishing,Ystari Games",7.77137,34242,1970
28181,"Combat Commander:Pacific is a card-driven board game covering tactical infantry combat in the Pacific Theater of World War II. CC:P's main theme is the addition of three new factions to the Combat Commander family:&#10;&#10;    Imperial Japan&#10;    the Pacific US - with a strong emphasis on the US Marine Corps&#10;    the Pacific Commonwealth - focusing on Indian and ANZAC forces&#10;&#10;&#10;&#10;&#10;CC:P is a stand alone game in the card-driven Combat Commander game series. While utilizing Combat Commander: Europe's basic rules, CC:P includes numerous rule tweaks and additions in order to more accurately portray tactical warfare as experienced by the participants in and around the Pacific and Indian Oceans. This slightly ramps up the complexity of the Combat Commander series while at the same time imparting a bit more depth and realism. Just a few of the additions include:&#10;&#10;Banzai attacks;&#10;BARs and Thompson SMGs;&#10;Beach landings &amp; river crossings;&#10;Hidden movement;&#10;Caves;&#10;Scouts;&#10;Aircraft;&#10;Bayonets;&#10;Mortar spotting;&#10;Treetop snipers;&#10;Reconnoitering.&#10;&#10;SCALE: Each hex of a Combat Commander map is roughly 100 feet across (about 30 meters). Each complete Player Turn abstractly represents several seconds of real time. Each complete Game Turn abstractly represents several minutes of real time.&#10;&#10;UNITS: Due in part to the unique composition of late-war USMC squads and the imbedding of specialized weapon teams within IJA squads, the units in the game are represented by 4-6 man Teams and 8-13 man Squads. Radios &mdash; and individual weapons larger than a rifle &mdash; are represented by their own counters. Individual Aircraft are also represented with their own counters.&#10;&#10;VICTORY: Players attempt to achieve victory by moving their combat units across the game map to attack their opponent&rsquo;s combat units and occupy as many objectives as possible. The degree to which a player succeeds or fails is measured by a scenario&rsquo;s specific Objective chits, the destruction of enemy units, and the exiting of friendly units off the opponent&rsquo;s board edge.&#10;&#10;GAME FLOW: A game of Combat Commander is divided into several Time segments. There is no sequence of play to follow, however: each Time segment is divided into a variable number of Player Turns, each of which may consist of one or more Fate Card &quot;Orders&quot; conducted by the active player. Fate Card &quot;Actions&quot; may generally be conducted by either player at any time. &quot;Events&quot; and die roll &quot;Triggers&quot; &mdash; both good and bad &mdash; will occur at random intervals to add a bit of chaos and uncertainty to each player&rsquo;s perfect plan.&#10;&#10;CC:P includes twelve maps featuring terrain specific to the PTO.&#10;&#10;CC:P's playbook includes:&#10;&#10;    twelve scenarios.&#10;    Pacific version of the Random Scenario Generator utilizing the new maps and nationalities. This random scenario system provides an almost unending variety of map configurations, force structures, and combat situations.&#10;    section detailing the differences between CC:P and Combat Commander's first two volumes in order that players familiar with those earlier games can jump right into their first scenario with minimal rules reading.&#10;    examples of play.&#10;    Design &amp; Development notes as well as numerous play hints.&#10;&#10;&#10;&#10;&#10;Components:&#10;&#10;     352x large counters (5/8&quot;) &#10;     280x small counters (1/2&quot;) &#10;     220x 2.5 x 3.5 cards &#10;     6x 2-sided 17 x 22 maps (twelve maps in total)&#10;     3x 2-sided 8.5 x 11 nation-specific player aid sheets &#10;     2x 1-sided 8.5 x 11 generic player aid sheets &#10;     1x 32-page Rulebook&#10;     1x 32-page Playbook&#10;     1x Track Display&#10;&#10;&#10;&#10;&#10;NOTE: Combat Commander:Pacific is a stand-alone game. You do NOT need to own any other Combat Commander game in order to play it, though familiarity with the system would be a plus.&#10;&#10;&#9;&#9;&#10;&#9;&#9;&#10;&#9;&#9;&#10;&#9;&#9;&#10;&#9;&#9;&#10;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#10;&#9;&#9;&#10;&#10;",//cf.geekdo-images.com/images/pic411649.jpg,2,180,12,2,180,Combat Commander: Pacific,180,//cf.geekdo-images.com/images/pic411649_t.jpg,2008,"Lee Brimmicombe-Wood,Chad Jensen,Rodger B. MacGowan,Leland Myrick,Mark Simonitch","Wargame,World War II",,"John Foley,Chad Jensen,Kai Jensen",Combat Commander: Battle Pack #4 – New Guinea,Combat Commander Series,"Campaign / Battle Card Driven,Hex-and-Counter,Simulation,Variable Phase Order",GMT Games,8.09897,1244,1970
