call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
KIDN-FM,95.9 FM,Hayden,"AlwaysMountainTime, LLC",Hot adult contemporary,Colorado,,,,,
KIFT,106.3 FM,Kremmling,"AlwaysMountainTime, LLC",Top 40 (CHR),Colorado,,,,,
KIIX,1410 AM,Fort Collins,"iHM Licenses, LLC",Classic country,Colorado,,,,,
KILO,94.3 FM,Colorado Springs,"Colorado Springs Radio Broadcasters, Inc.",Active rock,Colorado,,,,,
KIMN,100.3 FM,Denver,"KSE Radio Ventures, LLC",Hot adult contemporary,Colorado,59597.0,FM,"KSE RADIO VENTURES, LLC",LICENSED,Click for Details
KIQN,103.3 FM,Colorado City,Pueblo Broadcasting Group LLC,Country,Colorado,,,,,
KIQX,101.3 FM,Durango,"Four Corners Broadcasting, LLC",Hot adult contemporary,Colorado,,,,,
KISZ-FM,97.9 FM,Cortez,"Winton Road Broadcasting Co., LLC",Country,Colorado,,,,,
KIUP,930 AM,Durango,"Four Corners Broadcasting, LLC",Sports,Colorado,,,,,
KJAC,105.5 FM,Timnath,Community Radio for Northern Colorado,Adult album alternative,Colorado,38345.0,FM,COMMUNITY RADIO FOR NORTHERN COLORADO,LICENSED,Click for Details
KJBL,96.5 FM,Julesburg,"Armada Media – McCook, Inc.",Classic hits,Colorado,,,,,
KJHM,101.5 FM,Watkins,Max Radio of Denver LLC,Rhythmic hot adult contemporary,Colorado,,,,,
KJJD,1170 AM,Windsor,Rodriguez-Gallegos Broadcasting Corporation,Regional Mexican,Colorado,,,,,
KJME,890 AM,Fountain,Timothy C. Cutforth,Silent,Colorado,,,,,
KJMN,92.1 FM,Castle Rock,"Entravision Holdings, LLC",Spanish adult hits,Colorado,10056.0,FM,"ENTRAVISION HOLDINGS, LLC",LICENSED,Click for Details
KJMP,870 AM,Pierce,Brahmin Broadcasting Corporation,Classic hip hop,Colorado,,,,,
KJOL,620 AM,Grand Junction,United Ministries,Contemporary Christian,Colorado,,,,,
KJOL-FM,91.9 FM,Montrose,United Ministries,Christian,Colorado,,,,,
KJWA,89.7 FM,Trinidad,"Way Media, Inc.",Contemporary Christian,Colorado,,,,,
KJYE,1400 AM,Delta,United Ministries,Christian,Colorado,,,,,
KKCH,92.7 FM,Glenwood Springs,"AlwaysMountainTime, LLC",Hot adult contemporary,Colorado,,,,,
KKCL,1550 AM,Golden,"Mainstreet Media of Colorado, LLC",Adult contemporary/Adult alternative,Colorado,,,,,
KKDC,93.3 FM,Dolores,Four Corners Broadcasting LLC,Album-oriented rock,Colorado,,,,,
KKDG,99.7 FM,Durango,"Winton Road Broadcasting Co., LLC",Top 40 (CHR),Colorado,,,,,
KKFL-LP,98.5 FM,Fowler,Town of Fowler Colorado,Variety,Colorado,,,,,
KKFM,98.1 FM,Colorado Springs,"Radio License Holding CBC, LLC",Classic rock,Colorado,,,,,
KKFN,104.3 FM,Longmont,Bonneville International Corporation,Sports,Colorado,71767.0,FM,BONNEVILLE INTERNATIONAL CORPORATION,LICENSED,Click for Details
KKLI,106.3 FM,Widefield,"iHM Licenses, LLC",Adult contemporary,Colorado,67187.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KKMG,98.9 FM,Pueblo,"Radio License Holding CBC, LLC",Top 40 (CHR),Colorado,11229.0,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
KKNN,95.1 FM,Delta,"Townsquare License, LLC",Mainstream rock,Colorado,,,,,
KKPC,1230 AM,Pueblo,"Colorado Radio Marketing, LLC",Adult hits,Colorado,,,,,
KKPK,92.9 FM,Colorado Springs,"Radio License Holding CBC, LLC",Adult contemporary,Colorado,,,,,
KKSB,1230 AM,Steamboat Springs,Blizzard Broadcasting LLC,News/Talk,Colorado,,,,,
KKSE,950 AM,Denver,"KSE Radio Ventures, LLC",Sports gambling,Colorado,,,,,
KKSE-FM,92.5 FM,Broomfield,"KSE Radio Ventures, LLC",Sports,Colorado,59972.0,FM,"KSE RADIO VENTURES, LLC",LICENSED,Click for Details
KKVM,104.7 FM,Vail,"KNS Broadcasting, LLC",Adult album Alternative,Colorado,,,,,
KKVT,100.7 FM,Grand Junction,"MBC Grand Broadcasting, Inc.",Adult hits,Colorado,81556.0,FM,"MBC GRAND BROADCASTING, INC.",LICENSED,Click for Details
KKXK,94.1 FM,Montrose,"CCR-Montrose IV, LLC",Country,Colorado,,,,,
KLBV,89.3 FM,Steamboat Springs,Educational Media Foundation,Contemporary Christian (K-Love),Colorado,,,,,
KLCQ,88.5 FM,Trimble,Educational Media Foundation,Contemporary Christian (K-Love),Colorado,,,,,
KLCX,106.9 FM,Pueblo,Educational Media Foundation,Contemporary Christian (K-Love),Colorado,,,,,
KLDC,1220 AM,Denver,"KLZ Radio, Inc.",Christian talk,Colorado,,,,,
KLDV,91.1 FM,Morrison,Educational Media Foundation,Contemporary Christian (K-Love),Colorado,12354.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
KLEP-LP,95.3 FM,Louisville,City of Louisville,Variety,Colorado,,,,,
KLEV-LP,107.9 FM,Leadville,"Colorado, State Of, Telecom Servs",Emergency Info,Colorado,,,,,
KLFV,90.3 FM,Grand Junction,Educational Media Foundation,Contemporary Christian (K-Love),Colorado,,,,,
KLHQ,99.5 FM,Hotchkiss,Educational Media Foundation,Christian Contemporary (K-Love),Colorado,,,,,
KLJH,107.1 FM,Bayfield,"Voice Ministries of Farmington, Inc.",Contemporary Inspirational,Colorado,,,,,
KLLV,550 AM,Breen,"Daystar Radio, Ltd.",Christian radio,Colorado,,,,,
KLMQ,90.7 FM,Placerville,Educational Media Foundation,Contemporary Christian (K-Love),Colorado,,,,,
KLNX-LP,107.9 FM,Minturn,Minturn Public Radio,Variety,Colorado,,,,,
KLRY,91.3 FM,Gypsum,Educational Media Foundation,Contemporary Christian (K-Love),Colorado,,,,,
KLTT,670 AM,Commerce City,"KLZ Radio, Inc.",Christian talk,Colorado,,,,,
KLVZ,810 AM,Brighton,"KLZ Radio, Inc.",Soft oldies,Colorado,,,,,
KLXV,91.9 FM,Glenwood Springs,Educational Media Foundation,Contemporary Christian (K-Love),Colorado,,,,,
KLZ,560 AM,Denver,"KLZ Radio, Inc.",News Talk Information,Colorado,,,,,
KLZR,91.7 FM,Westcliffe,Wet Mountain Broadcasting Corp.,Variety,Colorado,,,,,
KLZV,91.3 FM,Brush,Educational Media Foundation,Contemporary Christian (K-Love),Colorado,,,,,
KMAX-FM,94.3 FM,Wellington,"Townsquare Media of Ft. Collins, Inc.",Alternative rock,Colorado,,,,,
KMGJ,93.1 FM,Grand Junction,"MBC Grand Broadcasting, Inc.",Top 40 (CHR),Colorado,,,,,
KMKZ-LP,104.7 FM,Loveland,Protecting America's Future,Adult album alternative,Colorado,,,,,
KMOZ-FM,92.3 FM,Grand Junction,"MBC Grand Broadcasting, Inc.",Country,Colorado,,,,,
KMPB,90.7 FM,Breckenridge,Community Radio for Northern Colorado,Public radio,Colorado,,,,,
KMPZ,88.1 FM,Salida,"Cheyenne Mountain Public Broadcast House, Inc.",Classical,Colorado,,,,,
KMSA,91.3 FM,Grand Junction,Mesa State College,Adult album alternative,Colorado,,,,,
KMTE-LP,99.1 FM,Montrose,"Colorado, State Of, Telecom Servs",Emergency Info,Colorado,,,,,
KMTS,99.1 FM,Glenwood Springs,"Colorado West Broadcasting, Inc.",Country,Colorado,,,,,
KMXA,1090 AM,Aurora,"Entravision Holdings, LLC",Regional Mexican,Colorado,,,,,
KMXY,104.3 FM,Grand Junction,"Townsquare License, LLC",Hot adult contemporary,Colorado,,,,,
KMZK,106.9 FM,Clifton,"Get Smashed Radio Broadcasting Network, LLC",Alternative rock,Colorado,,,,,
KNAB,1140 AM,Burlington,"KNAB, Inc.",Adult standards,Colorado,,,,,
KNAB-FM,104.1 FM,Burlington,"KNAB, Inc.",Country,Colorado,,,,,
KNAM,1490 AM,Silt,"MBC Grand Broadcasting, Inc.",Oldies,Colorado,,,,,
KNDH,96.7 FM,Carbondale,"Public Broadcasting of Colorado, Inc.",Adult album alternative,Colorado,162283.0,FM,"Public Broadcasting of Colorado, Inc.",LICENSED,Click for Details
KNEC,100.9 FM,Yuma,Media Logic LLC,Adult contemporary,Colorado,,,,,
KNFO,106.1 FM,Basalt,"AlwaysMountainTime, LLC",News Talk Information,Colorado,,,,,
KNNG,104.7 FM,Sterling,Media Logic LLC,Country,Colorado,,,,,
KNOZ,97.7 FM,Orchard Mesa,Paul Varecha,Adult hits,Colorado,,,,,
KNRV,1150 AM,Englewood,"New Radio Venture, Inc.",Spanish News/Talk,Colorado,,,,,
KNUS,710 AM,Denver,"Salem Media of Colorado, Inc.",News Talk Information,Colorado,,,,,
KNZZ,1100 AM,Grand Junction,"MBC Grand Broadcasting, Inc.",News/Talk,Colorado,,,,,
KOA,850 AM,Denver,"iHM Licenses, LLC",News/Talk,Colorado,,,,,
KOMF-LP,104.7 FM,Denver,Open Media Foundation,Variety,Colorado,,,,,
KOSI,101.1 FM,Denver,Bonneville International Corporation,Adult contemporary,Colorado,67844.0,FM,BONNEVILLE INTERNATIONAL CORPORATION,LICENSED,Click for Details
KOTO,91.7 FM,Telluride,"San Miguel Educational Fund, Inc.",Public radio / Variety,Colorado,58920.0,FM,"SAN MIGUEL EDUCATIONAL FUND, INC.",LICENSED,Click for Details
KOYC-LP,98.5 FM,Pueblo,Occupy The Roads,Variety,Colorado,,,,,
KPAU,107.3 FM,Center,Cochise Media Licenses LLC,College radio,Colorado,,,,,
KPCT-LP,106.7 FM,Parachute,"Colorado, State Of, Telecom Servs",Emergency Info,Colorado,,,,,
KPGS,88.1 FM,Pagosa Springs,"KUTE, Inc.",Adult album alternative,Colorado,123206.0,FM,"KUTE, INC.",LICENSED,Click for Details
KPHT,95.5 FM,Rocky Ford,"iHM Licenses, LLC",Classic hits,Colorado,87658.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KPKE,1490 AM,Gunnison,John Harvey Rees,Country,Colorado,,,,,
KPLS,1510 AM,Littleton,Radio 74 Internationale,Religious (Radio 74 Internationale),Colorado,,,,,
KPLS-FM,97.7 FM,Strasburg,Radio 74 Internationale,Religious (Radio 74 Internationale),Colorado,,,,,
KPMX,105.7 FM,Sterling,Northeast Colorado Broadcasting LLC,Hot adult contemporary,Colorado,,,,,
KPOF,910 AM,Denver,Pillar of Fire,Christian,Colorado,,,,,
KPPF,1040 AM,Monument,"Power 95.7, LLC",News/Talk,Colorado,,,,,
KPRB,106.3 FM,Brush,Northeast Colorado Broadcasting LLC,Adult contemporary,Colorado,,,,,
KPRE,89.9 FM,Vail,"Public Broadcasting of Colorado, Inc.",Public/News/Talk,Colorado,53722.0,FM,"PUBLIC BROADCASTING OF COLORADO, INC.",LICENSED,Click for Details
KPRH,88.3 FM,Montrose,"Public Broadcasting of Colorado, Inc.",Public/News/Talk,Colorado,,,,,
KPRN,89.5 FM,Grand Junction,"Public Broadcasting of Colorado, Inc.",Public/News/Talk,Colorado,,,,,
KPRU,103.3 FM,Delta,"Public Broadcasting of Colorado, Inc.",Public/Classical,Colorado,,,,,
KPTE,92.9 FM,Bayfield,"Winton Road Broadcasting Co., LLC",Adult contemporary,Colorado,,,,,
KPVW,107.1 FM,Aspen,"Entravision Holdings, LLC",Regional Mexican,Colorado,,,,,
KPYR,88.3 FM,Craig,"Public Broadcasting of Colorado, Inc.",Public/News/Talk,Colorado,,,,,
KQKS,107.5 FM,Lakewood,"Audacy License, LLC",Rhythmic contemporary,Colorado,35574.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KQMT,99.5 FM,Denver,"Audacy License, LLC",Classic rock,Colorado,26929.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KQSC,1530 AM,Colorado Springs,Mountain Radio Group Inc.,Country,Colorado,,,,,
KQSE,102.5 FM,Gypsum,"AlwaysMountainTime, LLC",Spanish variety,Colorado,,,,,
KQZR,107.3 FM,Hayden,"AlwaysMountainTime, LLC",Classic rock,Colorado,,,,,
KRAI,550 AM,Craig,"Blizzard Broadcasting, LLC",Country,Colorado,,,,,
KRAI-FM,93.7 FM,Craig,"Blizzard Broadcasting, LLC",Country,Colorado,,,,,
KRCC,91.5 FM,Colorado Springs,The Colorado College,Public radio,Colorado,65563.0,FM,THE COLORADO COLLEGE,LICENSED,Click for Details
KRCN,1060 AM,Longmont,"Catholic Radio Network, Inc.",Catholic,Colorado,,,,,
KRDO,1240 AM,Colorado Springs,"Pikes Peak Radio, LLC",News Talk Information,Colorado,,,,,
KRDO-FM,105.5 FM,Security,"Pikes Peak Television, Inc.",News Talk Information,Colorado,,,,,
KRDS,104.1 FM,Silverton,MT Communications,Country,Colorado,,,,,
KRDZ,1440 AM,Wray,"Media Logic, LLC",Classic hits,Colorado,,,,,
KREV-LP,104.7 FM,Estes Park,United Methodist Church of Estes Park,Variety,Colorado,,,,,
KRFC,88.9 FM,Fort Collins,Public Radio for the Front Range,Community radio,Colorado,,,,,
KRFD,100.1 FM,Fleming,"Northeast Colorado Broadcasting, LLC",Contemporary Christian,Colorado,,,,,
KRFX,103.5 FM,Denver,"iHM Licenses, LLC",Classic rock,Colorado,29731.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KRGS,690 AM,Rifle,"Western Slope Communications, L.L.C.",Sports,Colorado,,,,,
KRHJ,88.3 FM,Lamar,KRH Educational Foundation,,Colorado,,,,,
KRJN,93.1 FM,Log Lane Village,"Northeast Colorado Broadcasting, LLC",,Colorado,,,,,
KRJX,90.9 FM,Rifle,"Educational Communications of Colorado Springs, Inc.",Contemporary Christian,Colorado,,,,,
KRKA,103.9 FM,Severance,Educational Media Foundation,Worship music (Air1),Colorado,,,,,
KRKQ,95.5 FM,Mountain Village,Brown Mountain Broadcasting LLC,Smooth adult contemporary,Colorado,,,,,
KRKS,990 AM,Denver,"Salem Media of Colorado, Inc.",Christian talk,Colorado,,,,,
KRKS-FM,94.7 FM,Lafayette,"Salem Media of Colorado, Inc",Christian talk,Colorado,,,,,
KRKV,107.3 FM,Las Animas,Alleycat Communications,Classic rock,Colorado,,,,,
KRKY,930 AM,Granby,"AlwaysMountainTime, LLC",Country,Colorado,,,,,
KRLG-LP,107.9 FM,Kremmling,"Colorado, State Of, Telecom Servs",Emergency Info,Colorado,,,,,
KRLN,1400 AM,Canon City,"Royal Gorge Broadcasting, LLC",News/Talk,Colorado,,,,,
KRNC,88.5 FM,Steamboat Springs,Community Radio of Northern Colorado,Public radio,Colorado,,,,,
KRSJ,100.5 FM,Durango,"Four Corners Broadcasting, LLC",Country,Colorado,,,,,
KRTZ,98.7 FM,Cortez,"Winton Road Broadcasting Co., LLC",Adult contemporary,Colorado,,,,,
KRVG,95.5 FM,Glenwood Springs,"Western Slope Communications, L.L.C.",Adult hits,Colorado,,,,,
KRWA,90.9 FM,Rye,"Way Media, Inc.",Contemporary Christian,Colorado,,,,,
KRXP,103.9 FM,Pueblo West,"Colorado Springs Radio Broadcasters, Inc",Alternative rock,Colorado,,,,,
KRYD,104.9 FM,Norwood,"Rocky III Investments, Inc.",Adult hits,Colorado,,,,,
KRYE,94.7 FM,Beulah,Greeley Broadcasting Corporation,Classic hip hop,Colorado,,,,,
KRYJ,89.7 FM,Craig,San Tan Educational Media,,Colorado,,,,,
KRZA,88.7 FM,Alamosa,Equal Representation of Media Advocacy Corp.,Public radio,Colorado,,,,,
KRZX,106.1 FM,Redlands,Cochise Media Licenses LLC,Classic rock,Colorado,,,,,
KSBK,100.3 FM,Blanca,"Mainstreet Broadcasting Company, Inc.",Country,Colorado,,,,,
KSBV,93.7 FM,Salida,"Arkansas Valley Broadcasting, Inc.",Classic rock,Colorado,,,,,
KSIK-LP,95.3 FM,Greeley,Colorado Progressive Congregation,Variety,Colorado,,,,,
KSIR,1010 AM,Brush,Northeast Colorado Broadcasting LLC,News/Talk,Colorado,,,,,
KSJC-LP,92.5 FM,Silverton,Silverton Community Radio,Variety,Colorado,,,,,
KSJD,91.5 FM,Cortez,"Community Radio Project, Inc.",Public radio,Colorado,58851.0,FM,"COMMUNITY RADIO PROJECT, INC.",LICENSED,Click for Details
KSKE-FM,101.7 FM,Eagle,"AlwaysMountainTime, LLC",Country,Colorado,,,,,
KSLV-FM,96.5 FM,Del Norte,"San Luis Valley Broadcasting, Inc.",Classic rock,Colorado,,,,,
KSME,96.1 FM,Greeley,"iHM Licenses, LLC",Top 40 (CHR),Colorado,17626.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KSMT,102.1 FM,Breckenridge,"AlwaysMountainTime, LLC",Adult album alternative,Colorado,,,,,
KSNN,103.7 FM,Ridgway,"CCR-Montrose IV, LLC",Top 40 (CHR),Colorado,,,,,
KSNO-FM,103.9 FM,Snowmass Village,"Cool Radio, LLC",Adult album alternative,Colorado,,,,,
KSPK-FM,102.3 FM,Walsenburg,"Mainstreet Broadcasting Company, Inc",Country,Colorado,,,,,
KSPN-FM,103.1 FM,Aspen,"AlwaysMountainTime, LLC",Adult album alternative,Colorado,,,,,
KSRI,90.7 FM,Sterling,Educational Media Foundation,Worship music (Air1),Colorado,,,,,
KSRX,97.5 FM,Sterling,Media Logic LLC,Adult hits,Colorado,,,,,
KSTC,1230 AM,Sterling,Media Logic LLC,Sports,Colorado,,,,,
KSTH,92.3 FM,Holyoke,"Armada Media – McCook, Inc.",Adult contemporary,Colorado,,,,,
KSTR-FM,96.1 FM,Montrose,"MBC Grand Broadcasting, Inc.",Classic rock,Colorado,,,,,
KSTY,104.5 FM,Canon City,"Royal Gorge Broadcasting, LLC",Country,Colorado,,,,,
KSUT,91.3 FM,Ignacio,"KUTE, Inc.",Public radio,Colorado,35816.0,FM,"KUTE, INC.",LICENSED,Click for Details
KSYF,107.5 FM,Olathe,Montrose Christian Broadcasting Corporation,Religious,Colorado,,,,,
KTAD,89.9 FM,Sterling,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,,,,,
KTAW,89.3 FM,Walsenburg,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,,,,,
KTCF,89.5 FM,Dolores,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,,,,,
KTCL,93.3 FM,Wheat Ridge,"iHM Licenses, LLC",Alternative rock,Colorado,68684.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KTDL,90.7 FM,Trinidad,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,,,,,
KTHN,92.1 FM,La Junta,"25-7 Media, Inc.",Country,Colorado,,,,,
KTLC,89.1 FM,Canon City,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,,,,,
KTLF,90.5 FM,Colorado Springs,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,18796.0,FM,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.",LICENSED,Click for Details
KTMH,89.9 FM,Colona,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,,,,,
KTML,91.9 FM,South Fork,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,,,,,
KTMM,1340 AM,Grand Junction,"MBC Grand Broadcasting, Inc.",Sports,Colorado,,,,,
KTND,93.5 FM,Aspen,"BS&T Wireless, Inc.",Classic hits,Colorado,,,,,
KTOL,90.9 FM,Leadville,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,,,,,
KTPF,91.3 FM,Salida,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,,,,,
KTPJ-LP,103.5 FM,Pueblo,Hope Radio of Pueblo Corporation,Religious (LifeTalk Radio),Colorado,,,,,
KTPL,88.3 FM,Pueblo,"Educational Communications of Colorado Springs, Inc.",Christian talk & music,Colorado,,,,,
KTPS,89.7 FM,Pagosa Springs,"Educational Communications of Colorado Springs, Inc.",Contemporary Inspirational,Colorado,,,,,
KTRR,102.5 FM,Loveland,"Townsquare Media of Ft. Collins, Inc.",Classic hits,Colorado,50375.0,FM,"TOWNSQUARE MEDIA OF FT. COLLINS, INC.",LICENSED,Click for Details
KTSC-FM,89.5 FM,Pueblo,Board of Governors of the Colorado State University System,Adult hits,Colorado,,,,,
KTSG,91.7 FM,Steamboat Springs,"Educational Communications of Colorado Springs, Inc.",Contemporary inspirational,Colorado,,,,,
KTUN,94.5 FM,New Castle,"AlwaysMountainTime, LLC",Spanish hits,Colorado,,,,,
KTYV,105.7 FM,Steamboat Springs,Kenneth Clark,Sports,Colorado,,,,,
KUAD-FM,99.1 FM,Windsor,"Townsquare Media of Ft. Collins, Inc.",Country,Colorado,49538.0,FM,"TOWNSQUARE MEDIA OF FORT COLLINS, INC.",LICENSED,Click for Details
KUBC,580 AM,Montrose,"CCR-Montrose IV, LLC",Classic hits,Colorado,,,,,
KUBE,1350 AM,Pueblo,"iHM Licenses, LLC",Sports,Colorado,,,,,
KUNC,91.5 FM,Greeley,Community Radio for Northern Colorado,Public radio,Colorado,68219.0,FM,COMMUNITY RADIO FOR NORTHERN COLORADO,LICENSED,Click for Details
KURA-LP,98.9 FM,Ouray,Ouray School District R1,Variety,Colorado,,,,,
KUTE,90.1 FM,Ignacio,"KUTE, Inc.",Public radio,Colorado,82446.0,FM,"KUTE, INC.",LICENSED,Click for Details
KUVO,89.3 FM,Denver,"Rocky Mountain Public Broadcasting Network, Inc.",Jazz/Public,Colorado,16687.0,FM,"ROCKY MOUNTAIN PUBLIC MEDIA, INC.",LICENSED,Click for Details
KVAY,105.7 FM,Lamar,Beacon Broadcasting LLC,Country,Colorado,,,,,
KVBV,1450 AM,Buena Vista,"High Plains Radio Network, LLC",News/Talk,Colorado,,,,,
KVCU,1190 AM,Boulder,The Regents of the University of Colorado,Independent/College radio,Colorado,,,,,
KVFC,740 AM,Cortez,"Winton Road Broadcasting Co., LLC",News Talk Information,Colorado,,,,,
KVLE-FM,102.3 FM,Gunnison,"Bobcat Radio, Inc.",Adult contemporary,Colorado,,,,,
KVMT,89.1 FM,Montrose,"North Fork Valley Public Radio, Inc.",Public radio,Colorado,,,,,
KVNC,90.9 FM,Minturn,Community Radio for Northern Colorado,Public radio,Colorado,,,,,
KVNF,90.9 FM,Paonia,"North Fork Valley Public Radio, Inc.",Public radio,Colorado,,,,,
KVOD,88.1 FM,Denver,"PRC Denver-I, LLC",Public/Classical,Colorado,,,,,
KVOQ,102.3 FM,Greenwood Village,"Public Broadcasting of Colorado, Inc.",Adult album alternative,Colorado,,,,,
KVOR,740 AM,Colorado Springs,"Radio License Holding CBC, LLC",News/Talk,Colorado,,,,,
KVOV,90.5 FM,Carbondale,"Public Broadcasting of Colorado, Inc.",Public/Classical,Colorado,,,,,
KVQI,88.5 FM,Vail,"Public Broadcasting of Colorado, Inc.",Adult album alternative,Colorado,89878.0,FM,"PUBLIC BROADCASTING OF COLORADO, INC.",LICENSED,Click for Details
KVRH-FM,92.3 FM,Salida,"Three Eagles Communications of Colorado, LLC",Adult album alternative,Colorado,,,,,
KVUU,99.9 FM,Pueblo,"iHM Licenses, LLC",Hot adult contemporary,Colorado,35868.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KVXO,88.3 FM,Fort Collins,"Public Broadcasting of Colorado, Inc.",Public/Classical,Colorado,,,,,
KWBL,106.7 FM,Denver,"iHM Licenses, LLC",Country,Colorado,29739.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KWCC-FM,89.5 FM,Woodland Park,The Colorado College,Oldies/Jazz,Colorado,,,,,
KWGL,105.7 FM,Ouray,"WS Communications, LLC",Classic country,Colorado,,,,,
KWRP,690 AM,Pueblo,"Western Radio, Ltd.",Rhythmic oldies,Colorado,,,,,
KWRY,104.9 FM,Rye,Educational Media Foundation,Contemporary worship music,Colorado,,,,,
KWSB-FM,91.1 FM,Gunnison,Western State College of Colorado,College,Colorado,,,,,
KWSI-LP,100.3 FM,Grand Junction,Community Resources for Action Volunteerism and Education,Variety,Colorado,,,,,
KWUF,1400 AM,Pagosa Springs,"Wolf Creek Broadcasting, LLC",Country,Colorado,,,,,
KWUF-FM,106.1 FM,Pagosa Springs,"Wolf Creek Broadcasting, LLC",Adult hits,Colorado,,,,,
KWUZ,97.5 FM,Poncha Springs,"Three Eagles Communications of Colorado, LLC",Classic hits,Colorado,,,,,
KXCL,101.7 FM,Rock Creek Park,Calvary Chapel Aurora,Contemporary Christian,Colorado,,,,,
KXGR,89.7 FM,Loveland,Calvary Chapel Aurora,Contemporary Christian,Colorado,,,,,
